employee_id,source_employee_id,company_origin,first_name,last_name,full_name,email,department,department_standardized,job_title,manager_id,employment_type,country,jurisdiction,hire_date,source_system,duplicate_check,kept_in_golden
AC-000166,ACQ_DUP_00166,AcquiredCo,Carolyn,Porter,Carolyn Porter,carolyn.porter@acquiredco.com,Supply Chain,Operations,Operations Manager,,Contractor,Mexico,,2023-11-05,acquiredco_hris,hris_employee_id,False
AC-000167,ACQ_DUP_00167,AcquiredCo,Joe,Kennedy,Joe Kennedy,joseph.kennedy@acquiredco.com,Customer Success,Customer Support,Business Analyst,,Contractor,Netherlands,,2017-02-01,acquiredco_hris,hris_employee_id,False
AC-000168,ACQ_DUP_00168,AcquiredCo,Jack,Reyes,Jack Reyes,jack.reyes@acquiredco.com,Marketing,Marketing,Business Analyst,,Contractor,India,,2015-11-04,acquiredco_hris,hris_employee_id,False
AC-000169,ACQ_DUP_00169,AcquiredCo,Jon,Fox,Jon Fox,jonathan.fox@acquiredco.com,Manufacturing,Manufacturing,QA Lead,,Full-Time,Japan,,2019-12-07,acquiredco_hris,hris_employee_id,False
AC-000170,ACQ_DUP_00170,AcquiredCo,Cathy,Rodriguez,Cathy Rodriguez,catherine.rodriguez@acquiredco.com,Sales,Sales,HR Manager,,Full-Time,Switzerland,,2022-11-10,acquiredco_hris,hris_employee_id,False
AC-000171,ACQ_DUP_00171,AcquiredCo,Dorothy,Bell,Dorothy Bell,dorothy.bell@acquiredco.com,Quality Assurance,Engineering,Marketing Specialist,,Contractor,Mexico,,2018-08-14,acquiredco_hris,hris_employee_id,False
AC-000172,ACQ_DUP_00172,AcquiredCo,Kathleen,Lee,Kathleen Lee,kathleen.lee@acquiredco.com,Strategy,Strategy,Analyst,,Contractor,United States,,2020-01-17,acquiredco_hris,hris_employee_id,False
AC-000173,ACQ_DUP_00173,AcquiredCo,Becky,Nickerson,Becky Nickerson,rebecca.nickerson@acquiredco.com,Marketing,Marketing,Data Analyst,,Contractor,Germany,,2020-12-04,acquiredco_hris,hris_employee_id,False
AC-000174,ACQ_DUP_00174,AcquiredCo,Barb,Thomas,Barb Thomas,barbara.thomas@acquiredco.com,Information Technology,Information Technology,Sales Representative,,Part-Time,France,,2019-03-18,acquiredco_hris,hris_employee_id,False
AC-000175,ACQ_DUP_00175,AcquiredCo,Melis,Reeves,Melis Reeves,melissa.reeves@acquiredco.com,Quality Assurance,Engineering,Staff Engineer,,Full-Time,Switzerland,,2019-04-30,acquiredco_hris,hris_employee_id,False
AC-000176,ACQ_DUP_00176,AcquiredCo,Barb,Crawford,Barb Crawford,barbara.crawford@acquiredco.com,Operations,Operations,Account Executive,,Contractor,Brazil,,2016-12-24,acquiredco_hris,hris_employee_id,False
AC-000177,ACQ_DUP_00177,AcquiredCo,Nan,Kemp,Nan Kemp,nancy.kemp@acquiredco.com,Communications,Marketing,Operations Manager,,Full-Time,Italy,,2018-03-12,acquiredco_hris,hris_employee_id,False
AC-000178,ACQ_DUP_00178,AcquiredCo,Jessi,Thompson,Jessi Thompson,jessica.thompson@acquiredco.com,Manufacturing,Manufacturing,Marketing Specialist,,Part-Time,Sweden,,2020-12-01,acquiredco_hris,hris_employee_id,False
AC-000179,ACQ_DUP_00179,AcquiredCo,Patri,Morgan,Patri Morgan,patricia.morgan@acquiredco.com,Legal,Legal,Senior Product Manager,,Contractor,Spain,,2024-11-07,acquiredco_hris,hris_employee_id,False
AC-000180,ACQ_DUP_00180,AcquiredCo,Lis,Henry,Lis Henry,lisa.henry@acquiredco.com,Human Resources,Human Resources,HR Specialist,,Contractor,India,,2020-06-24,acquiredco_hris,hris_employee_id,False
AC-000181,ACQ_DUP_00181,AcquiredCo,Carolyn,Torres,Carolyn Torres,carolyn.torres@acquiredco.com,Quality Assurance,Engineering,Marketing Manager,,Part-Time,Sweden,,2023-01-18,acquiredco_hris,hris_employee_id,False
AC-000182,ACQ_DUP_00182,AcquiredCo,Alexand,Clark,Alexand Clark,alexander.clark@acquiredco.com,Engineering,Engineering,Sales Director,,Part-Time,Germany,,2015-09-05,acquiredco_hris,hris_employee_id,False
AC-000183,ACQ_DUP_00183,AcquiredCo,Brando,Davis,Brando Davis,brandon.davis@acquiredco.com,DevOps,Engineering,Marketing Specialist,,Full-Time,Switzerland,,2024-09-22,acquiredco_hris,hris_employee_id,False
AC-000184,ACQ_DUP_00184,AcquiredCo,Jack,Perez,Jack Perez,jack.perez@acquiredco.com,Quality Assurance,Engineering,Analyst,,Contractor,Switzerland,,2022-03-27,acquiredco_hris,hris_employee_id,False
AC-000185,ACQ_DUP_00185,AcquiredCo,Eric,Allen,Eric Allen,eric.allen@acquiredco.com,Sales,Sales,QA Lead,,Part-Time,Sweden,,2019-03-02,acquiredco_hris,hris_employee_id,False
AC-000186,ACQ_DUP_00186,AcquiredCo,Bill,Moore,Bill Moore,william.moore@acquiredco.com,DevOps,Engineering,Analyst,,Full-Time,United Kingdom,,2016-05-12,acquiredco_hris,hris_employee_id,False
AC-000187,ACQ_DUP_00187,AcquiredCo,And,Kennedy,And Kennedy,andrew.kennedy@acquiredco.com,Operations,Operations,Marketing Manager,,Part-Time,Italy,,2018-08-30,acquiredco_hris,hris_employee_id,False
AC-000188,ACQ_DUP_00188,AcquiredCo,Mat,Mason,Mat Mason,matthew.mason@acquiredco.com,Data Science,Data,Quality Assurance Engineer,,Full-Time,Canada,,2023-07-17,acquiredco_hris,hris_employee_id,False
AC-000189,ACQ_DUP_00189,AcquiredCo,Pau,Perez,Pau Perez,paul.perez@acquiredco.com,Human Resources,Human Resources,Consultant,,Full-Time,Ireland,,2017-04-22,acquiredco_hris,hris_employee_id,False
AC-000190,ACQ_DUP_00190,AcquiredCo,Jim,Reyes,Jim Reyes,james.reyes@acquiredco.com,Finance,Finance,Sales Director,,Part-Time,Spain,,2017-07-31,acquiredco_hris,hris_employee_id,False
AC-000191,ACQ_DUP_00191,AcquiredCo,Sco,Hunter,Sco Hunter,scott.hunter@acquiredco.com,Sales,Sales,Marketing Manager,,Part-Time,Canada,,2023-07-22,acquiredco_hris,hris_employee_id,False
AC-000192,ACQ_DUP_00192,AcquiredCo,Jim,Rodriguez,Jim Rodriguez,james.rodriguez@acquiredco.com,Quality Assurance,Engineering,Recruiter,,Full-Time,United Kingdom,,2016-11-09,acquiredco_hris,hris_employee_id,False
AC-000193,ACQ_DUP_00193,AcquiredCo,Rut,Campbell,Rut Campbell,ruth.campbell@acquiredco.com,Business Development,Sales,Solutions Architect,,Full-Time,Germany,,2018-07-01,acquiredco_hris,hris_employee_id,False
AC-000194,ACQ_DUP_00194,AcquiredCo,Davi,Stevens,Davi Stevens,david.stevens@acquiredco.com,Strategy,Strategy,Project Manager,,Contractor,Spain,,2022-04-06,acquiredco_hris,hris_employee_id,False
AC-000195,ACQ_DUP_00195,AcquiredCo,Patric,Parker,Patric Parker,patrick.parker@acquiredco.com,Product,Product,Systems Administrator,,Part-Time,Ireland,,2015-07-20,acquiredco_hris,hris_employee_id,False
AC-000196,ACQ_DUP_00196,AcquiredCo,Maggie,Martinez,Maggie Martinez,margaret.martinez@acquiredco.com,Manufacturing,Manufacturing,Data Scientist,,Contractor,United Kingdom,,2016-11-09,acquiredco_hris,hris_employee_id,False
AC-000197,ACQ_DUP_00197,AcquiredCo,Joe,Lopez,Joe Lopez,joseph.lopez@acquiredco.com,Product,Product,Data Analyst,,Contractor,Japan,,2020-04-09,acquiredco_hris,hris_employee_id,False
AC-000198,ACQ_DUP_00198,AcquiredCo,Sus,Collins,Sus Collins,susan.collins@acquiredco.com,Supply Chain,Operations,Senior Product Manager,,Full-Time,Sweden,,2021-03-24,acquiredco_hris,hris_employee_id,False
AC-000199,ACQ_DUP_00199,AcquiredCo,Rac,White,Rac White,rachel.white@acquiredco.com,DevOps,Engineering,Solutions Architect,,Part-Time,Germany,,2022-09-24,acquiredco_hris,hris_employee_id,False
